Date,Average_Compound
2023-11-23,-0.00964
2023-11-22,0.155014
2023-11-21,0.05120597014925373
2023-11-20,0.17922666666666665
2023-11-17,0.014701388888888885
2023-11-16,0.1727076923076923
2023-11-15,0.09422898550724639
2023-11-14,0.13156774193548387
2023-11-13,0.13823396226415094
2023-11-10,0.059020588235294116
2023-11-09,0.11621600000000001
2023-11-08,0.09191551724137931
2023-11-07,0.08408356164383561
2023-11-06,0.0956608695652174
2023-11-03,0.08066666666666666
2023-11-02,0.0535421052631579
2023-11-01,0.045621951219512194
2023-10-31,0.01590128205128205
2023-10-30,0.013389156626506023
2023-10-27,0.010036764705882356
2023-10-26,-0.044951020408163254
2023-10-25,0.1103179104477612
2023-10-24,-0.03855245901639344
2023-10-23,0.041409859154929576
2023-10-20,0.12065714285714287
2023-10-19,0.023118181818181816
2023-10-18,0.06323125
2023-10-17,0.10614528301886793
2023-10-16,0.057957352941176474
2023-10-13,0.11363500000000001
2023-10-12,0.104034
2023-10-11,0.08696382978723403
2023-10-10,0.11392115384615384
2023-10-09,0.05032884615384615
2023-10-06,0.10950204081632654
2023-10-05,0.1705586956521739
2023-10-04,0.10240919540229884
2023-10-03,0.035244680851063824
2023-10-02,0.06702727272727273
2023-09-29,0.04746666666666667
2023-09-28,0.028347272727272724
2023-09-27,0.05465535714285714
2023-09-26,0.07381147540983606
2023-09-25,0.057216666666666666
2023-09-22,0.1080209677419355
2023-09-21,-0.013016326530612245
2023-09-20,0.06830746268656716
2023-09-19,0.0794206896551724
2023-09-18,0.18847090909090908
2023-09-15,0.03145844155844156
2023-09-14,0.06334927536231882
2023-09-13,0.021616470588235296
2023-09-12,0.009047500000000002
2023-09-11,0.10777032967032968
2023-09-08,-0.0005714285714285691
2023-09-07,-0.07912380952380953
2023-09-06,-0.019073584905660374
2023-09-05,0.09103461538461538
2023-09-04,0.07801666666666668
2023-09-01,0.0930093023255814
2023-08-31,0.30194464285714284
2023-08-30,0.10371095890410958
2023-08-29,0.15373333333333333
2023-08-28,0.022017391304347832
2023-08-25,0.023562500000000004
2023-08-24,0.07666181818181818
2023-08-23,0.14620555555555556
2023-08-22,0.12204358974358975
2023-08-21,0.0700872340425532
2023-08-18,0.09561666666666667
2023-08-17,0.049981132075471696
2023-08-16,0.09756
2023-08-15,0.06276451612903226
2023-08-14,0.10957894736842107
2023-08-11,0.025251923076923085
2023-08-10,0.12380588235294117
2023-08-09,0.12753285714285714
2023-08-08,0.08581016949152542
2023-08-07,0.08513815789473685
